iter	Logloss
174	0.180319868
175	0.1802876899
176	0.1802582647
177	0.1802349573
178	0.1801958771
179	0.1801669397
180	0.1801442137
181	0.1801219193
182	0.1801037683
183	0.1800759249
184	0.1800662877
185	0.1800277504
186	0.1799911458
187	0.1799602834
188	0.1799226
189	0.1799048511
190	0.1798790387
191	0.1798586682
192	0.1798325297
193	0.1798007925
194	0.1797716897
195	0.1797550512
196	0.1797292508
197	0.1796996983
198	0.1796740591
199	0.1796523926
200	0.1796443108
201	0.1796308332
202	0.179607434
203	0.1795762992
204	0.1795659211
205	0.1795540453
206	0.1795258154
207	0.1795098279
208	0.1794887509
209	0.1794658445
210	0.1794316694
211	0.179395822
212	0.1793671834
213	0.1793360872
214	0.1793150904
215	0.1792985291
216	0.1792692517
217	0.1792346794
218	0.1792155774
219	0.1791853681
220	0.1791677157
221	0.1791520489
222	0.1791196105
223	0.1790822998
224	0.1790574928
225	0.1790458619
226	0.1790365352
227	0.1790123549
228	0.1789883538
229	0.1789655275
230	0.1789275716
231	0.1788833771
232	0.1788648628
233	0.1788195156
234	0.1787968574
235	0.178778627
236	0.1787628271
237	0.1787408104
238	0.1787118956
239	0.1786899832
240	0.1786689972
241	0.1786474721
242	0.1786152711
243	0.1786027223
244	0.1785716814
245	0.1785361283
246	0.178511038
247	0.1784852415
248	0.1784769642
249	0.178438039
250	0.1784170285
251	0.1784098261
252	0.1783947356
253	0.1783724737
254	0.1783346497
255	0.1783095929
256	0.178291907
257	0.1782749227
258	0.1782473597
259	0.1782205625
260	0.1781856774
261	0.1781483161
262	0.1781373153
263	0.1781286856
264	0.1781002633
265	0.1780682226
266	0.1780499209
267	0.178036174
268	0.1779964657
269	0.1779801837
270	0.1779700845
271	0.1779450993
272	0.1779298307
273	0.1779043469
274	0.1778929778
275	0.1778724815
276	0.1778416326
277	0.1778263614
278	0.1778006086
279	0.1777856087
280	0.1777627515
281	0.1777573179
282	0.177716113
283	0.1776920439
284	0.1776608795
285	0.1776242601
286	0.1775849832
287	0.1775554863
288	0.1775332931
289	0.1775023408
290	0.1774711441
291	0.1774525332
292	0.1774329462
293	0.1774050581
294	0.1773887654
295	0.1773511693
296	0.1773220683
297	0.177289111
298	0.1772623774
299	0.1772371822
300	0.1772225003
301	0.1771887437
302	0.1771547299
303	0.177136098
304	0.1771142434
305	0.1770906831
306	0.1770668696
307	0.1770510677
308	0.1770180448
309	0.1770094286
310	0.1769799232
311	0.1769617257
312	0.1769272572
313	0.1769022141
314	0.1768807123
315	0.176860672
316	0.1768402398
317	0.1768048059
318	0.1767782763
319	0.1767421184
320	0.1767118329
321	0.1766917277
322	0.1766652861
323	0.1766420008
324	0.1766249125
325	0.1766143589
326	0.1765940037
327	0.1765567342
328	0.1765497498
329	0.1765275257
330	0.1765089164
331	0.1764681494
332	0.17644755
333	0.1764254628
334	0.1763976006
335	0.1763788844
336	0.176364725
337	0.1763519529
338	0.176326687
339	0.1762994115
340	0.1762779919
341	0.1762603927
342	0.1762478702
343	0.176224347
344	0.1761943503
345	0.1761818165
346	0.1761592986
347	0.1761422496
348	0.1761180646
349	0.1761065951
350	0.1760800692
351	0.1760576821
352	0.1760313148
353	0.1760150688
354	0.1759796377
355	0.1759729796
356	0.1759445156
357	0.1759326051
358	0.1759091713
359	0.1758856509
360	0.1758592361
361	0.1758295358
362	0.1758069589
363	0.1757788407
364	0.1757566859
365	0.1757335077
366	0.1757162545
367	0.1756901735
368	0.1756662239
369	0.175649745
370	0.175621285
371	0.1756133353
372	0.1755867346
373	0.1755691459
374	0.1755533022
375	0.1755270205
376	0.1755032189
377	0.1754764517
378	0.1754540194
379	0.1754338612
380	0.1754238619
381	0.1753990208
382	0.1753773744
383	0.175350523
384	0.1753329681
385	0.1753127622
386	0.1752747211
387	0.1752521226
388	0.1752244221
389	0.1751986644
390	0.175170171
391	0.1751523653
392	0.1751390771
393	0.175101738
394	0.1750718319
395	0.1750356407
396	0.1749989837
397	0.174971092
398	0.1749508487
399	0.1749356521
400	0.174919117
401	0.1748915062
402	0.174875009
403	0.1748562859
404	0.1748404285
405	0.1748196081
406	0.1748149911
407	0.1747946103
408	0.174784975
409	0.1747605741
410	0.1747440913
411	0.1747129063
412	0.1746986583
413	0.1746873038
414	0.174672159
415	0.174663954
416	0.174644685
417	0.1746154974
418	0.1745931523
419	0.1745720661
420	0.1745681931
421	0.1745533521
422	0.1745471465
423	0.1745269405
424	0.1745002631
425	0.1744742666
426	0.1744495085
427	0.1744385394
428	0.1744120662
429	0.1744008707
430	0.1743727071
431	0.1743338318
432	0.174314056
433	0.1742796371
434	0.1742506107
435	0.1742170991
436	0.174195517
437	0.1741716438
438	0.1741653676
439	0.1741453158
440	0.1741334318
441	0.1741082587
442	0.1740830474
443	0.1740799435
444	0.1740649569
445	0.1740565683
446	0.1740516644
447	0.1740189694
448	0.1740007792
449	0.173983406
450	0.1739680711
451	0.1739444926
452	0.173920486
453	0.1738952518
454	0.1738859222
455	0.1738493014
456	0.1738364622
457	0.1738073432
458	0.1738019331
459	0.1737868387
460	0.173757764
461	0.1737419951
462	0.1737164848
463	0.1736883642
464	0.1736596269
465	0.173645533
466	0.1736174953
467	0.1735958768
468	0.1735847211
469	0.173557252
470	0.1735246983
471	0.1734992086
472	0.1734862854
473	0.1734673534
474	0.1734501708
475	0.1734204579
476	0.1734061015
477	0.1734017672
478	0.1733873206
479	0.1733802858
480	0.1733411778
481	0.1733299053
482	0.1733193432
483	0.1732942144
484	0.1732855292
485	0.1732660984
486	0.1732490489
487	0.1732191874
488	0.1732070577
489	0.1731859302
490	0.173164542
491	0.1731543741
492	0.1731335969
493	0.1731169234
494	0.1730904704
495	0.1730700086
496	0.1730534206
497	0.1730288503
498	0.1730019038
499	0.1729793171
500	0.1729734774
501	0.1729509698
502	0.1729355946
503	0.1729239605
504	0.1728990203
505	0.1728778822
506	0.1728590149
507	0.172829023
508	0.1728114963
509	0.1727892256
510	0.1727616102
511	0.1727395853
512	0.1727285789
513	0.1727129904
514	0.1726855336
515	0.1726655022
516	0.1726450773
517	0.172624207
518	0.1726029482
519	0.1725729462
520	0.1725497497
521	0.1725366694
522	0.1725251874
523	0.1724993495
524	0.1724865045
525	0.1724596352
526	0.1724395877
527	0.1724341619
528	0.1724157249
529	0.172390557
530	0.1723844581
531	0.1723604795
532	0.1723326212
533	0.1723069639
534	0.1722874256
535	0.1722686277
536	0.1722561755
537	0.1722341374
538	0.1722179636
539	0.1721996243
540	0.1721808273
541	0.1721469596
542	0.1721352743
543	0.1721084208
544	0.1720897295
545	0.1720722652
546	0.1720710154
547	0.1720518073
548	0.1720313255
549	0.1720086158
550	0.1719863359
551	0.1719688318
552	0.1719484566
553	0.1719386816
554	0.1719207938
555	0.1718960952
556	0.1718789992
557	0.1718551711
558	0.171839553
559	0.1718263061
560	0.1718037486
561	0.1717946242
562	0.171763767
563	0.1717378431
564	0.1717209031
565	0.1717127157
566	0.1716874049
567	0.1716697242
568	0.1716414895
569	0.1716223578
570	0.1716026754
571	0.1715816054
572	0.1715570611
573	0.1715435162
574	0.171536869
575	0.1715338806
576	0.1715179925
577	0.171497013
578	0.1714960475
579	0.1714804783
580	0.1714626272
581	0.1714423417
582	0.1714242871
583	0.171411798
584	0.1713925628
585	0.1713705079
586	0.1713574307
587	0.1713469743
588	0.1713232051
589	0.1713079217
590	0.1712916069
591	0.1712560274
592	0.171234209
593	0.1712045411
594	0.171186611
595	0.1711786703
596	0.1711509322
597	0.1711394741
598	0.1711329381
599	0.1711167772
600	0.1711029297
601	0.1710837696
602	0.1710576697
603	0.1710361288
604	0.1710297522
605	0.1710050046
606	0.1709838596
607	0.1709696724
608	0.1709550293
609	0.1709348442
610	0.1709270478
611	0.1709063223
612	0.1708907194
613	0.1708788934
614	0.1708626974
615	0.1708395731
616	0.1708181695
617	0.1708172877
618	0.1707992148
619	0.1707756678
620	0.1707502179
621	0.1707232478
622	0.1707048251
623	0.1707039658
624	0.1706914729
625	0.1706669376
626	0.1706453162
627	0.1706370768
628	0.170611912
629	0.1705893574
630	0.170571826
631	0.1705497894
632	0.1705443096
633	0.1705211072
634	0.1705005362
635	0.1704892531
636	0.1704655663
637	0.1704441534
638	0.1704266066
639	0.1704101751
640	0.1703946787
641	0.1703733679
642	0.170353543
643	0.1703326435
644	0.1703111817
645	0.1702864817
646	0.1702700726
647	0.1702574252
648	0.1702335786
649	0.1702135229
650	0.1702013817
651	0.170195981
652	0.1701829178
653	0.1701730858
654	0.1701584227
655	0.1701293956
656	0.1701180855
657	0.1700941273
658	0.170074673
659	0.1700510181
660	0.1700213248
661	0.17000205
662	0.1699926032
663	0.1699847616
664	0.1699735493
665	0.1699455674
666	0.1699215282
667	0.1699055164
668	0.169876324
669	0.1698581532
670	0.1698427752
671	0.1698261517
672	0.1698131395
673	0.1697911366
674	0.1697834296
675	0.1697596241
676	0.1697329444
677	0.169713041
678	0.1696900131
679	0.1696721416
680	0.1696522177
681	0.1696346959
682	0.1696189366
683	0.1696013211
684	0.1695949425
685	0.1695878075
686	0.1695657037
687	0.1695448495
688	0.1695215166
689	0.1695025878
690	0.1694926142
691	0.1694682239
692	0.1694358077
693	0.1694350821
694	0.169416312
695	0.1694034316
696	0.1693827037
697	0.1693686566
698	0.1693440556
699	0.169341962
700	0.1693240193
701	0.1693004545
702	0.1692859964
703	0.1692644473
704	0.1692437307
705	0.1692343976
706	0.1692189785
707	0.1691981185
708	0.1691793963
709	0.1691634226
710	0.1691408455
711	0.1691238475
712	0.1691063555
713	0.1690916271
714	0.1690614445
715	0.1690398931
716	0.1690175796
717	0.1690059585
718	0.1689869287
719	0.1689831545
720	0.1689654574
721	0.1689455435
722	0.168928546
723	0.1689042234
724	0.1688864079
725	0.1688685508
726	0.168847907
727	0.1688310624
728	0.1688082623
729	0.1687788349
730	0.1687649064
731	0.1687510006
732	0.168726588
733	0.1686994272
734	0.1686816172
735	0.1686616527
736	0.1686492199
737	0.1686293666
738	0.1686066878
739	0.1685951015
740	0.1685835421
741	0.1685753064
742	0.1685555251
743	0.1685470393
744	0.168532433
745	0.1685178787
746	0.1684931972
747	0.1684763925
748	0.1684593234
749	0.1684277347
750	0.1684108207
751	0.1683900627
752	0.1683801097
753	0.1683624279
754	0.1683470603
755	0.1683300378
756	0.1683080705
757	0.1682916699
758	0.1682742582
759	0.1682587776
760	0.1682395736
761	0.1682256882
762	0.1682093406
763	0.1681983862
764	0.1681747418
765	0.1681584786
766	0.1681495787
767	0.1681425988
768	0.168121697
769	0.1681101273
770	0.1680946376
771	0.1680768186
772	0.1680609453
773	0.1680564536
774	0.1680342274
775	0.1680130861
776	0.1679904355
777	0.167982224
778	0.1679639506
779	0.1679503658
780	0.1679343324
781	0.1679171392
782	0.167911814
783	0.1678925432
784	0.1678686967
785	0.1678628088
786	0.1678451431
787	0.1678329126
788	0.1678141627
789	0.1678007686
790	0.1677830076
791	0.1677642444
792	0.1677542294
793	0.1677485989
794	0.1677265611
795	0.1677121307
796	0.167697755
797	0.1676868229
798	0.1676677669
799	0.1676572668
800	0.1676349684
801	0.1676169376
802	0.1675893842
803	0.1675667208
804	0.1675507591
805	0.1675300733
806	0.1675178023
807	0.1675011267
808	0.1674803871
809	0.1674563888
810	0.1674374482
811	0.1674142576
812	0.1673929077
813	0.1673682817
814	0.1673377764
815	0.1673263066
816	0.1673076245
817	0.1672865012
818	0.1672659269
819	0.1672469547
820	0.1672271402
821	0.1672039711
822	0.1671917265
823	0.1671745688
824	0.167155407
825	0.1671322807
826	0.1671168906
827	0.1671017067
828	0.1670856938
829	0.1670624499
830	0.16704061
831	0.1670253572
832	0.1670099442
833	0.16699641
834	0.1669824292
835	0.1669727172
836	0.1669494246
837	0.1669310168
838	0.1669151127
839	0.1668978065
840	0.166885333
841	0.1668673906
842	0.1668393358
843	0.1668232365
844	0.16680696
845	0.1667845711
846	0.1667708898
847	0.1667583402
848	0.1667455072
849	0.166721309
850	0.1667047451
851	0.1666922901
852	0.1666908397
853	0.1666801889
854	0.1666684571
855	0.1666520282
856	0.166638343
857	0.1666198641
858	0.1666051265
859	0.1665879142
860	0.1665637493
861	0.1665541209
862	0.1665426472
863	0.1665243166
864	0.16651786
865	0.1665002344
866	0.1664756005
867	0.1664717703
868	0.166451859
869	0.1664312273
870	0.1664191847
871	0.1664042808
872	0.1663854782
873	0.1663619115
874	0.1663531817
875	0.1663357689
876	0.1663233452
877	0.1663008946
878	0.1662696291
879	0.1662465216
880	0.1662284091
881	0.1662207668
882	0.1662091065
883	0.1661864401
884	0.1661750558
885	0.1661527041
886	0.1661360075
887	0.1661191047
888	0.1660961474
889	0.1660832848
890	0.1660714371
891	0.1660547672
892	0.1660340119
893	0.166020922
894	0.1659938578
895	0.1659733115
896	0.1659601294
897	0.1659389017
898	0.1659180393
899	0.1659084983
900	0.1658924729
901	0.1658736694
902	0.1658582576
903	0.1658384441
904	0.1658228997
905	0.1658070287
906	0.1657891901
907	0.1657801845
908	0.1657632587
909	0.16573919
910	0.1657260811
911	0.165709414
912	0.165694222
913	0.1656763887
914	0.1656549739
915	0.1656350188
916	0.1656136992
917	0.1655976329
918	0.1655829532
919	0.1655552367
920	0.1655410725
921	0.1655285922
922	0.1655149305
923	0.1654955232
924	0.1654950236
925	0.165478333
926	0.1654626595
927	0.1654468716
928	0.1654364122
929	0.1654154282
930	0.1654036859
931	0.1653858688
932	0.1653713518
933	0.1653486706
934	0.1653331474
935	0.1653119503
936	0.1652979542
937	0.1652811274
938	0.1652605546
939	0.1652435362
940	0.1652364489
941	0.1652327588
942	0.1652144096
943	0.1651974936
944	0.1651912269
945	0.165178188
946	0.1651688799
947	0.1651470741
948	0.1651330919
949	0.1651121715
950	0.1651003605
951	0.1650794253
952	0.1650698213
953	0.1650517322
954	0.1650382323
955	0.1650103121
956	0.1649929882
957	0.1649735101
958	0.1649584575
959	0.1649321954
960	0.1649097725
961	0.1648990438
962	0.1648958658
963	0.1648750704
964	0.1648506504
965	0.1648208815
966	0.1648198153
967	0.164795584
968	0.1647747883
969	0.1647504265
970	0.1647215393
971	0.1647036684
972	0.1646887415
973	0.1646670428
974	0.1646451068
975	0.164626866
976	0.1646052817
977	0.1645828987
978	0.164567881
979	0.1645415915
980	0.1645310397
981	0.1645178535
982	0.1644990464
983	0.1644796467
984	0.1644641434
985	0.1644480909
986	0.1644475902
987	0.1644275062
988	0.1644153003
989	0.1643958037
990	0.1643858181
991	0.1643730475
992	0.1643489071
993	0.1643354155
994	0.1643125799
995	0.1642921991
996	0.164274633
997	0.1642605337
998	0.1642401663
999	0.1642079219
